"TM","FlOW","NO3N","NH4N","ORTHO","CL","SO4S","SIO2","HCO3","NA.","K","CA","MG","TKN","S"
1990-12-31,14.42,6.6,0.04,0.018,9,16,6.8,NA,3.76,1.8,11,5.28,NA,NA
1991-01-02,10.94,7.4,0.04,NA,7.6,15.6,7.3,NA,3.11,1.54,10.6,5.56,NA,NA
1991-01-04,6.79,6.6,0.01,NA,7.3,14,7.4,NA,3.07,1.32,9.86,5.03,NA,NA
1991-01-07,4.25,5.8,0.02,NA,7.6,13.2,7.55,NA,3.43,1.25,9.51,4.69,NA,NA
1991-01-09,3.3,5.8,0.02,0.005,7.4,12.4,7.6,NA,3.49,1.25,9.22,4.58,NA,NA
1991-01-11,2.74,5.6,0.02,NA,8,12.3,7.6,NA,3.74,1.25,9.77,4.61,NA,NA
1991-01-14,2.43,5.5,0.04,NA,9.3,12.2,7.65,NA,4.33,1.28,9.5,4.56,NA,NA
1991-01-16,29.2,2.7,0.2,0.039,9.8,9.1,3.3,NA,4.8,2.28,8.48,2.95,NA,NA
1991-01-17,20.31,7.7,0.05,0.013,9.2,17.3,6.5,NA,3.64,1.74,11.7,5.85,NA,NA
1991-01-18,13.32,7.9,0.02,0.008,8.6,17,6.95,NA,3.41,1.52,11.1,5.97,NA,NA
1991-01-22,5.05,6.6,0.03,0.006,8.3,14.7,7.35,NA,3.74,1.3,10.5,5.25,NA,NA
1991-01-23,4.5,6.7,NA,0.01,8,14.3,7.2,NA,3.56,1.3,10.3,5.14,NA,NA
1991-01-25,3.45,6.2,NA,0.006,7.7,13.6,7.2,NA,3.44,1.23,9.77,4.99,NA,NA
1991-01-28,2.88,6,NA,0.006,8,12.9,7.4,NA,3.68,1.24,9.61,4.88,NA,NA
1991-01-30,2.49,5.9,NA,0.005,7.8,12.7,7.3,NA,3.69,1.17,9.57,4.81,NA,NA
1991-02-01,2.68,5.7,NA,0.011,10,12.9,7.1,NA,4.4,1.2,10.3,4.8,NA,NA
1991-02-04,1.92,5.6,NA,0.006,8.3,12.2,7.2,NA,3.92,1.15,9.64,4.75,NA,NA
1991-02-06,2.08,5.5,NA,0.008,8.3,12.9,7,NA,3.91,1.34,10.3,4.94,NA,NA
1991-02-08,7.52,8.6,NA,0.008,10.4,16.5,6.6,NA,4.15,1.67,11.3,5.86,NA,NA
1991-02-11,4.16,7.7,NA,NA,8.8,15.2,7,NA,3.78,1.37,10.8,5.57,NA,NA
1991-02-13,3.3,7.1,NA,NA,9,14.2,7,NA,4.18,1.34,9.82,5.17,NA,NA
1991-02-15,3.15,6.5,NA,NA,10.4,13.8,7.1,NA,4.72,1.39,9.59,4.89,NA,NA
1991-02-19,2.14,5.8,0.2,0.008,8.7,12.8,7.4,NA,4.1,1.55,8.87,4.51,NA,NA
1991-02-20,2.43,5.7,NA,0.006,9.8,13,7.3,NA,4.53,1.32,9.39,4.67,NA,NA
1991-02-22,2.14,5.7,NA,NA,8.8,12.8,7.2,NA,4.16,1.26,9.27,4.61,NA,NA
1991-02-25,1.71,5.6,NA,NA,8,12.1,7.3,NA,3.84,1.21,9.7,4.73,NA,NA
1991-02-27,1.66,5.5,NA,NA,NA,11.9,7.4,NA,3.82,1.1,9.51,4.72,NA,NA
1991-03-01,1.48,5.3,NA,NA,7.7,11.8,7.2,NA,3.83,1.13,9.47,4.62,NA,NA
1991-03-04,17.63,4.4,0.18,0.031,NA,15.2,5.1,NA,5.45,2.44,12.7,4.38,NA,NA
1991-03-06,8.04,7.9,NA,NA,NA,16.1,6.8,NA,3.68,1.38,11.6,5.95,NA,NA
1991-03-08,4.68,6.9,NA,0.01,8.6,14.9,7.2,NA,3.51,1.17,13.5,5.67,NA,NA
1991-03-11,3.15,6.2,NA,0.008,7.9,13.5,7.3,NA,3.58,1.16,9.88,4.98,NA,NA
1991-03-13,2.74,5.9,NA,0.006,7.6,13.1,7.3,NA,3.49,1.06,9.52,4.84,NA,NA
1991-03-15,3.01,5.4,NA,0.011,14.5,13.4,6.9,NA,6.72,1.24,14,5.01,NA,NA
1991-03-18,9.42,5.3,NA,0.05,11.6,15.8,5.7,NA,5.43,2.01,15.9,4.95,NA,NA
1991-03-20,10.63,8,NA,0.008,9.5,16.5,6.9,NA,3.87,1.41,14.3,6.31,NA,NA
1991-03-22,7.03,7,NA,0.008,8.3,15.3,6.8,NA,3.57,1.25,13.1,5.56,NA,NA
1991-03-25,8.04,6.8,NA,0.011,9.2,15.7,6.9,NA,3.89,1.34,13.6,5.46,NA,NA
1991-03-27,9.13,6.5,NA,0.012,8.5,15.2,6.4,NA,3.7,1.37,13.5,5.35,NA,NA
1991-03-29,7.78,7.4,NA,0.008,8.6,15.4,6.8,NA,3.6,1.29,14,5.83,NA,NA
1991-04-01,4.96,6.2,NA,NA,8.1,14.2,6.7,NA,3.54,1.26,10.08,5.16,NA,NA
1991-04-03,3.83,5.8,NA,0.005,8.1,13.5,6.9,NA,3.71,1.25,9.51,4.7,NA,NA
1991-04-05,3.45,5.2,NA,0.008,7.9,12.8,6.8,NA,3.58,1.12,9.48,4.65,NA,NA
1991-04-08,3.01,5,NA,0.006,8.5,14.2,6.9,NA,3.73,1.2,9.27,4.49,NA,NA
1991-04-10,3.37,5.4,NA,0.016,7.6,13.5,7,NA,4.14,1.28,10.07,4.53,NA,NA
1991-04-12,2.49,5,NA,0.008,7.6,12.6,7,NA,3.64,1.04,9.14,4.34,NA,NA
1991-04-15,2.55,5,0.1,0.008,7.4,12.6,7.1,NA,3.62,1,9.15,4.37,NA,NA
1991-04-17,2.88,4.9,NA,0.01,7.8,12.8,7,NA,3.76,1.32,9.69,4.41,NA,NA
1991-04-19,2.62,4.7,NA,0.007,7.2,12.6,7.2,NA,3.47,1,8.96,4.31,NA,NA
1991-04-22,15.58,6.3,NA,0.034,8.8,16.7,6.5,NA,3.8,1.67,14.6,5.01,NA,NA
1991-04-24,10.32,6.8,NA,NA,7.3,16,6.9,NA,3.21,1.26,13.2,5.34,NA,NA
1991-04-26,7.52,6.1,NA,0.008,7.4,14.7,6.9,NA,3.22,1.32,10.1,4.95,NA,NA
1991-04-29,4.86,5.6,0.44,0.007,7.1,13.5,7.1,NA,3.19,1.18,9.31,4.63,NA,NA
1991-04-30,4.33,5.3,NA,0.006,7.2,12.8,7.1,NA,3.23,1.12,9.18,4.36,NA,NA
1991-05-03,3.01,5,NA,0.006,7.1,12.2,7.1,0.14,3.2,1,9.3,4.7,NA,NA
1991-05-06,2.88,4.8,NA,0.012,7.9,12.4,6.8,0.31,3.7,1.5,10.5,4.8,NA,NA
1991-05-08,6.79,6.9,NA,0.009,8,15.2,7,0.07,3.2,1.3,11.6,5.7,NA,NA
1991-05-10,4.5,5.9,NA,0.007,7.5,13.6,7.1,0.12,3.3,1.2,10.6,5.2,NA,NA
1991-05-13,3.23,5.1,NA,0.008,8.2,12.4,7.2,0.16,3.7,1.2,9.9,4.9,NA,NA
1991-05-14,7.27,7,NA,0.014,8.3,14.6,7.1,0.19,3.4,1.5,12.5,5.9,NA,NA
1991-05-15,5.05,6.5,NA,0.022,8.4,13.7,7.1,0.17,3.6,1.5,11.7,5.7,NA,NA
1991-05-17,3.15,6,NA,0.01,8.6,12.6,7.4,0.18,3.8,1.3,11.2,5.4,NA,NA
1991-05-20,2.08,5.5,NA,0.008,7.4,13,7.4,0.09,3.5,1.1,10.7,5.2,NA,NA
1991-05-22,1.81,5.4,NA,0.007,7.4,11.9,7.4,0.08,3.5,1.3,10.7,5.1,NA,NA
1991-05-24,1.52,5.3,0.05,0.011,7.5,11.6,7.3,0.13,3.6,1.4,10.8,5.1,NA,NA
1991-05-28,1.22,5,NA,0.012,7.6,11.3,7.4,0.22,3.7,1.5,11.1,5,NA,NA
1991-05-29,1.14,4.9,NA,0.012,7.5,11.1,7.5,0.22,3.7,1.3,10.9,5,NA,NA
1991-05-31,1.14,4.8,NA,0.016,7.6,11,7.6,0.3,4,1.4,11.6,5.2,NA,NA
1991-06-03,0.89,4.8,NA,0.022,7.5,10.6,7.8,0.27,3.8,1.6,11.1,5,NA,NA
1991-06-03,0.89,4.2,NA,NA,8.1,10.8,5.9,0.36,4.2,1,10.7,4.5,NA,NA
1991-06-05,0.79,4.7,NA,0.013,7.5,10.5,8,0.29,3.9,1.4,11.3,5.1,NA,NA
1991-06-07,0.7,4.7,NA,0.018,7.8,10.2,8.1,0.29,4,1.4,11.3,5.1,NA,NA
1991-06-10,0.64,4.6,NA,0.016,7.4,9.9,8.1,0.36,3.8,1.4,11.3,5,NA,NA
1991-06-12,0.67,4.2,NA,0.025,8.1,10.8,8.1,0.31,4.3,2,11.8,5.1,NA,NA
1991-06-14,0.57,4.4,NA,0.016,8.5,10.3,8,0.38,4.4,1.5,11.8,5.1,NA,NA
1991-06-17,0.47,3.7,0.05,0.028,7.6,9.2,7.8,0.39,4.2,1.8,11,4.5,NA,NA
1991-06-19,0.47,3.9,NA,0.034,7.4,9.2,8.4,0.37,4.1,1.7,10.8,4.5,NA,NA
1991-06-21,0.49,3.9,NA,0.028,7.3,9,8,0.42,4.1,1.8,11.3,4.7,NA,NA
1991-06-24,0.47,3.4,NA,0.025,8.1,9.7,8,0.38,4.4,2,11.1,4.4,NA,NA
1991-06-26,0.45,3.4,NA,0.016,7.6,8.9,7.6,0.5,4.3,1.7,11.9,4.9,NA,NA
1991-06-28,0.4,3.3,NA,0.01,7.4,8.7,7.4,0.43,4.2,1.7,11.7,4.8,NA,NA
1991-07-01,0.38,3.1,NA,0.011,7.5,8.2,7.6,0.53,4.2,1.9,11.7,4.7,NA,NA
1991-07-03,0.42,2.8,NA,0.009,8.8,11.4,7.7,0.52,4.6,2.7,13.1,5.2,NA,NA
1991-07-05,0.38,2.8,NA,0.016,7.7,8.5,8.3,0.52,4.4,1.8,11.6,4.6,NA,NA
1991-07-08,0.45,2.4,NA,0.006,7.3,8,7.7,0.56,4.3,1.8,11.8,4.6,NA,NA
1991-07-10,0.29,2.6,NA,0.007,7.5,7.9,7.3,0.64,4.5,1.7,12.2,4.8,NA,NA
1991-07-12,0.26,2.4,NA,0.008,6.7,7.1,7.2,0.61,4.2,1.5,11.4,4.5,NA,NA
1991-07-15,0.2,2.2,NA,0.017,6.9,6.9,7.2,0.57,4.5,1.7,10.5,4,NA,NA
1991-07-17,0.18,2,NA,0.022,6.6,6.7,7,0.54,4.4,1.8,10.2,3.8,NA,NA
1991-07-19,0.21,2,0.08,0.017,7,6.6,6.5,0.65,4.6,2.4,11.9,4.6,NA,NA
1991-07-22,0.2,1.7,NA,0.016,7.5,7.1,6.6,0.67,4.7,2.5,12.3,4.6,NA,NA
1991-07-24,0.24,1.7,NA,0.018,7.6,8.2,7.3,0.7,4.9,2.4,13,4.9,NA,NA
1991-07-26,0.21,2,NA,0.017,7,6.9,7.2,0.74,4.7,2.2,12.4,4.7,NA,NA
1991-07-29,0.21,2,0.05,0.005,7.8,7.5,7.3,0.7,5.1,2.3,13,4.8,NA,NA
1991-07-31,0.2,1.8,0.05,0.013,7.1,6.8,6.7,0.75,4.7,2.2,12.6,4.6,NA,NA
1991-08-02,0.16,1.5,NA,0.014,7,6.3,6.2,0.73,4.9,1.9,12.7,4.7,NA,NA
1991-08-05,0.14,1.4,NA,0.018,6.8,6.1,6.2,0.75,4.8,2.1,12.6,4.6,NA,NA
1991-08-07,0.13,1.5,NA,0.034,7.3,6.2,5.8,0.68,5.1,2.2,10.8,3.9,NA,NA
1991-08-09,4.5,2.8,NA,0.089,10.5,19.7,4.6,0.61,5.9,6.2,14.3,4.5,NA,NA
1991-08-12,0.18,1.8,NA,0.017,9.1,9.4,7.1,0.64,5.7,2.3,12.7,4.4,NA,NA
1991-08-14,0.17,1.5,NA,0.028,8.4,7.5,6.6,0.68,5.6,2.2,12.2,4.3,NA,NA
1991-08-16,0.2,1.7,NA,0.026,8.4,9,7,0.65,5.2,2.3,12.8,4.5,NA,NA
1991-08-19,0.29,1.7,0.1,0.024,8.3,10.7,6.5,0.65,5.3,2.9,13,4.4,NA,NA
1991-08-21,3.08,11.5,NA,0.023,12.3,19.9,8.3,0.28,5.2,3.1,19.5,7.9,NA,NA
1991-08-23,0.89,8.5,NA,0.02,12.2,16.6,8.7,0.42,5.7,2.4,17.9,7,NA,NA
1991-08-26,0.45,5.4,NA,0.014,11,13.5,7.8,0.5,5.7,2.3,15.5,5.7,NA,NA
1991-08-28,0.4,4.7,NA,0.015,10.2,12,6.9,0.58,5.6,2.1,15.7,5.8,NA,NA
1991-08-30,0.34,4,NA,0.015,9.7,10.9,6.4,0.71,5.5,2.3,15.8,5.7,NA,NA
1991-10-02,0.15,2.3,NA,0.01,7.8,7.8,6.5,0.89,5.6,2,14.1,4.9,NA,NA
1991-10-04,0.14,1.9,NA,0.013,7.4,7.4,6.2,0.81,5.5,2.3,14.4,5,NA,NA
1991-10-07,0.23,2.4,NA,0.01,14.3,15,7,0.84,7.9,2.9,18.3,6.2,NA,NA
1991-10-09,0.17,2.4,NA,0.009,9.9,10.7,7.1,0.85,6.2,2.4,15.9,5.6,NA,NA
1991-10-11,0.38,2.1,NA,0.009,10.6,9.3,6.4,0.85,6.7,2.9,15.3,5.3,NA,NA
1991-10-15,0.21,2.7,NA,NA,10.3,11.2,7,0.79,6.2,2.2,15.9,5.6,NA,NA
1991-10-17,0.86,7.6,NA,0.015,13.2,17.7,7.8,0.51,0.4,2.5,18.4,7.1,NA,NA
1991-10-18,3.23,11.5,NA,0.027,12.3,19.1,7.8,0.21,5.1,2.9,19.8,8.2,NA,NA
1991-10-21,1.03,9.5,NA,0.011,11.8,16.5,8.2,0.4,5.3,2.1,17.8,7.5,NA,NA
1991-10-23,0.7,8.2,NA,0.01,11.3,15.3,7.9,0.45,5.4,2.1,17.2,7.1,NA,NA
1991-10-25,0.57,6.7,NA,NA,10.9,14.1,7.5,0.53,5.4,2,16.3,6.6,NA,NA
1991-10-28,0.42,5.5,NA,NA,10.2,12.9,6.8,0.61,5.3,2.1,16,6.3,NA,NA
1991-10-30,0.36,5.5,NA,NA,9.9,12.2,7.2,0.59,5.2,1.8,15.6,6.3,NA,NA
1991-11-01,0.36,5.3,NA,NA,9.6,11.9,6,0.53,5.2,1.8,15,5.9,NA,NA
1991-11-04,0.33,5,NA,NA,9.7,11.3,7,0.62,5.4,1.6,15,6,NA,NA
1991-11-06,0.29,5.3,NA,NA,9.3,11.1,7.6,0.59,5.4,1.6,14.8,5.9,NA,NA
1991-11-08,0.27,5.1,NA,NA,8.9,10.8,6.2,0.57,5.2,1.7,14.5,5.8,NA,NA
1991-11-11,0.67,4.5,NA,NA,12.4,14,6.6,0.64,5.9,3.7,16.2,6.3,NA,NA
1991-11-13,0.38,4.5,NA,NA,10.7,12.2,6.5,0.61,5.8,2.1,15.4,6,NA,NA
1991-11-15,0.29,5.7,NA,0.005,13.6,15.7,7.5,0.64,8,2.5,19.5,7.9,NA,NA
1991-11-18,0.24,4.1,NA,NA,9.6,10.6,5.6,0.67,5.8,1.6,14.2,5.2,NA,NA
1991-11-20,0.24,4,NA,NA,9.6,10.4,3.8,0.68,6,1.7,14.6,5.4,NA,NA
1991-11-22,6.79,10.3,NA,0.088,16.2,28.3,7.3,0.43,6.5,4.9,26.5,8.4,NA,NA
1991-11-25,3.99,14.2,NA,0.014,13.3,21.3,8.7,0.17,5.1,2.6,21.9,9.4,NA,NA
1991-11-27,1.87,10.9,NA,0.006,11.4,17.2,8,0.19,4.9,2,17.7,7.6,NA,NA
1991-11-29,1.39,15.2,0.07,0.015,16.7,25.1,11,0.26,7.6,3.2,26.4,11.2,NA,NA
1991-12-02,1.3,8.3,NA,0.009,11.3,16.6,7.9,0.34,5.4,2,17.1,6.9,NA,NA
1991-12-04,12.61,13,NA,0.019,10.5,18.3,7.3,0.12,3.6,2.3,18.5,8.6,NA,NA
1991-12-06,3.99,12,NA,0.011,10.6,17.7,7.6,0.19,4.1,1.9,17.8,8.1,NA,NA
1991-12-09,2.14,10.3,NA,0.011,10.8,17.2,7.6,0.27,4.5,2,16.3,7.1,NA,NA
1991-12-11,1.87,9.7,NA,0.01,10.7,17,7.6,0.31,4.8,2.2,16.2,6.8,NA,NA
1991-12-13,3.75,7.9,NA,0.025,10.4,16.9,6.8,0.39,4.7,2.4,16.6,6.6,NA,NA
1991-12-16,5.25,11.7,NA,0.01,10,17.8,7.6,0.17,3.9,1.9,16.9,7.9,NA,NA
1991-12-18,3.15,10.8,NA,0.009,10,16.6,7.6,0.21,4.1,1.8,16.2,7.4,NA,NA
1991-12-20,1.87,9.9,NA,0.007,9.6,15.4,7.8,0.17,4.2,1.7,15.2,7,NA,NA
1991-12-23,1.48,9.3,NA,0.006,9.4,14.9,7.4,0.21,4.2,1.8,14.9,6.7,NA,NA
1991-12-26,1.1,10.2,NA,0.008,11.5,17.3,9.2,0.28,5.3,1.8,17.5,7.7,NA,NA
1991-12-27,0.96,8.2,NA,0.005,9.4,13.7,7.3,0.29,4.4,1.4,14.3,6.2,NA,NA
1991-12-30,2.49,7,NA,0.021,11.4,17.9,6.5,0.34,5.1,2.2,16.1,6.2,NA,NA
1992-01-02,1.52,8.6,NA,0.009,10.4,15.3,7.2,0.25,4.7,1.7,15,6.5,NA,NA
1992-01-03,1.62,8.5,NA,0.008,9.9,15.4,6.9,0.16,4.6,1.7,14.7,6.4,NA,NA
1992-01-06,3.83,10.7,NA,0.008,10.5,16.8,7.3,0.17,4.2,1.8,16.3,7.4,NA,NA
1992-01-08,2.74,10.6,NA,0.006,9.9,16.3,7.4,0.17,4.1,1.6,15.8,7.4,NA,NA
1992-01-10,2.43,9.6,NA,0.011,10.3,16.1,7.2,0.24,4.3,1.8,14.5,6.6,NA,NA
1992-01-13,1.66,8.8,NA,0.007,9.5,15.3,6.9,0.2,4.3,1.8,14,6.2,NA,NA
1992-01-15,1.76,8.4,NA,0.01,10.1,15.8,7.7,0.28,4.6,1.8,14.1,6.1,NA,NA
1992-01-17,1.48,8.1,NA,0.008,10.7,14.2,7.5,0.28,5.1,1.7,13.2,5.9,NA,NA
1992-01-21,1.18,8.7,NA,0.007,9.4,14.4,8.1,0.28,4.4,1.7,13.5,6.2,NA,NA
1992-01-22,1.06,9.8,0.02,0.015,11,16.7,8.8,0.28,5.2,2,15.7,7.1,NA,NA
1992-01-24,1.62,7.8,NA,0.012,16.8,15.1,7.3,0.27,6.9,1.7,14.1,5.9,NA,NA
1992-01-27,1.06,7.4,NA,0.015,10.7,13.7,7.9,0.26,5,1.6,13.1,5.7,NA,NA
1992-01-29,0.99,7.2,NA,0.008,10,13.2,7.5,0.3,4.8,1.6,12.7,5.5,NA,NA
1992-01-31,1.06,7.5,0.07,0.021,11.2,14.1,7.2,0.31,5.3,1.8,13.4,5.8,NA,NA
1992-02-03,0.79,7,NA,0.008,9.4,13,7.9,0.31,4.6,1.5,12.2,5.5,NA,NA
1992-02-05,0.62,7,NA,0.008,9.5,13.2,7.8,0.34,4.7,1.5,12.5,5.6,NA,NA
1992-02-07,0.86,6.6,NA,0.008,8.4,12.5,7.8,0.34,4.5,1.4,11.7,5.1,NA,NA
1992-02-10,0.4,6.9,NA,0.008,9,13.5,8.8,0.39,5.1,1.5,13.1,5.8,NA,NA
1992-02-12,0.57,7.3,NA,NA,7.9,13.1,8.4,NA,5,1.5,12.6,5.6,NA,NA
1992-02-14,0.64,6,NA,0.009,8.2,11.4,7.8,0.21,4.5,1.4,10.8,4.8,NA,NA
1992-02-18,1.62,7.7,NA,0.013,14.9,15.2,7.1,NA,6.3,1.7,14.3,6.2,NA,NA
1992-02-19,1.76,7.5,NA,0.015,15,15.6,7.3,0.25,6.5,1.8,14.5,6.1,NA,NA
1992-02-21,1.76,7.8,NA,0.013,13.2,15.6,7.1,0.31,5.9,1.7,14,6,NA,NA
1992-02-24,1.71,7.6,NA,0.006,11.4,15.8,6.6,0.25,5.1,1.6,14.1,5.9,NA,NA
1992-02-26,11.59,8,0.05,0.032,13.6,18.9,5.9,NA,5.8,2.3,16.7,5.8,NA,NA
1992-02-28,7.27,10.4,0.02,0.01,10.6,17,6.9,0.23,4.1,1.7,15.1,6.9,NA,NA
1992-03-02,3.75,8.6,NA,0.012,10.6,15.7,6.9,0.19,4.7,1.5,13.6,6.1,NA,NA
1992-03-04,2.88,7.9,NA,0.006,11.3,14.9,7,0.22,5.1,1.5,12.7,5.8,NA,NA
1992-03-06,2.37,7.5,NA,NA,10,14.5,7.1,0.2,4.5,1.5,12.1,5.5,NA,NA
1992-03-09,2.37,7.1,NA,NA,10.2,14.8,7.1,0.18,4.6,1.6,12.1,5.4,NA,NA
1992-03-11,64.94,6.9,NA,0.033,6.6,16.1,4.9,0.15,2.9,2.6,12.3,4.6,NA,NA
1992-03-13,12.26,10.2,NA,NA,9,17.1,6.7,0.12,3.3,1.9,14.2,6.5,NA,NA
1992-03-16,4.86,8,NA,NA,9,14.4,7.1,0.2,3.7,1.6,11.8,5.6,NA,NA
1992-03-18,3.68,7.3,NA,NA,8.9,13.7,7.2,0.16,3.9,1.7,11.1,5.2,NA,NA
1992-03-20,3.45,7,NA,NA,14.9,14.1,7.1,0.27,6.1,1.5,12.6,5.4,NA,NA
1992-03-23,3.3,7.4,NA,NA,12.9,14.9,7.1,0.22,5.5,1.6,12.7,5.7,NA,NA
1992-03-25,3.23,7.3,NA,NA,11.3,15.1,6.9,0.24,4.6,1.6,12.6,5.6,NA,NA
1992-03-27,98.64,10.7,NA,0.02,8.8,17.2,5.5,0.12,2.8,2.4,14.9,6.5,NA,NA
1992-03-30,11.27,9,NA,NA,8.9,16,6.6,0.14,3.4,1.7,12.8,6,NA,NA
1992-04-02,7.52,7.8,NA,NA,9.3,14.6,6.9,0.17,3.7,1.7,11.9,5.5,NA,NA
1992-04-03,6.79,7.6,NA,NA,9.5,14.2,6.9,0.2,3.8,1.5,11.6,5.4,NA,NA
1992-04-06,3.83,6.6,NA,NA,9.2,13.2,7,0.08,3.6,1.3,10.8,5,NA,NA
1992-04-08,3.15,6.5,0.03,NA,8.9,12.8,6.9,0.15,3.8,1.4,10.7,5,NA,NA
1992-04-10,2.49,6.2,NA,NA,9,12.5,6.9,0.2,3.7,1.1,10.3,4.8,NA,NA
1992-04-13,1.97,5.7,NA,NA,8.8,12.2,6.8,0.3,3.9,1.1,10.2,4.7,NA,NA
1992-04-15,1.71,5.8,NA,NA,8.6,12.2,6.7,0.32,3.9,1.5,10.2,4.6,NA,NA
1992-04-17,1.71,5.9,0.09,NA,8.4,12.2,7.1,0.19,3.9,1.4,10.5,4.7,NA,NA
1992-04-20,1.52,5.4,NA,NA,9.1,12.2,7,0.25,4.3,1.2,10.5,4.6,NA,NA
1992-04-22,18.5,7.8,0.03,0.015,8.7,17.2,6.3,0.25,3.6,1.7,13.3,5.6,NA,NA
1992-04-23,12.61,8.4,NA,NA,8.7,16.5,6.8,0.12,3.4,1.5,12.9,6,NA,NA
1992-04-24,9.42,8.2,0.04,NA,9.3,15.8,6.8,0.14,3.3,1.4,12.7,5.9,NA,NA
1992-04-27,17.63,9.2,NA,NA,8.5,16.6,6.7,0.21,3.3,1.6,13.4,6.3,NA,NA
1992-04-29,8.58,7.7,NA,NA,8.8,14.9,6.8,0.2,3.3,1.3,12,5.6,NA,NA
1992-05-01,5.15,6.5,NA,NA,8.3,13.8,6.82,0.21,3.4,1.2,10.9,5,NA,NA
1992-05-04,3.37,5.7,NA,NA,8.1,12.5,6.92,0.21,3.5,1.3,10.2,4.7,NA,NA
1992-05-06,2.62,5.4,NA,NA,8,12,7.2,0.17,3.6,1,10,4.5,NA,NA
1992-05-08,2.25,5.3,NA,NA,7.6,11.5,7.1,NA,3.5,1.1,9.8,4.6,NA,NA
1992-05-11,1.87,5,NA,NA,7.8,11.7,6.9,0.18,3.7,1.1,10,4.4,NA,NA
1992-05-13,1.66,4.8,NA,NA,7.6,11.4,7,0.2,3.6,1.1,9.9,4.5,NA,NA
1992-05-15,1.34,4.5,NA,NA,7.4,10.8,6.9,0.19,3.6,1.1,9.5,4.3,NA,NA
1992-05-18,1.62,4.6,NA,NA,8.3,12.1,7.25,0.27,4.3,1.1,10.5,4.5,NA,NA
1992-05-20,1.34,4.4,0.03,NA,7.8,11.3,6.74,0.29,3.9,1.1,10.1,4.4,NA,NA
1992-05-22,1.22,4.3,0.04,NA,7.5,11,6.58,0.26,4,1,9.4,4.1,NA,NA
1992-05-26,1.06,4.5,0.02,NA,7.3,10.5,6.23,0.3,3.7,1.1,10,4.5,NA,NA
1992-05-28,0.99,4.3,0.02,NA,7.2,10.3,6.07,0.3,3.8,1.1,9.8,4.3,NA,NA
1992-05-29,0.89,4.2,0.02,NA,7.2,9.7,5.97,0.29,4.1,1,9.7,4.2,NA,NA
1992-06-01,1.22,4.9,0.04,NA,10.2,11.8,6.19,0.37,5.2,1.3,11.6,4.7,NA,NA
1992-06-05,0.99,4.8,0.03,NA,8.5,10.4,5.56,0.38,4.2,1.1,11.1,4.6,NA,NA
1992-06-08,0.86,4,NA,NA,8.5,10.7,5.9,0.45,5,1.3,12.1,5,NA,NA
1992-06-10,0.73,4.7,0.05,NA,8.7,10.2,5.51,0.35,4.5,1.1,11.4,4.8,NA,NA
1992-06-12,0.64,4.8,0.06,NA,8.5,10,5.64,0.42,4.3,1.1,11.6,4.8,NA,NA
1992-06-15,0.52,4.4,0.09,NA,8.5,9.8,5.9,0.27,4.3,1.1,10.9,4.5,NA,NA
1992-06-17,0.47,4,0.06,NA,7.9,9.5,6.25,0.34,4.4,1.2,10.4,4.2,NA,NA
1992-06-19,0.7,4.5,0.06,NA,8.6,10.4,7.21,0.49,4.6,1.9,12.2,4.9,NA,NA
1992-06-22,0.52,4.5,0.03,NA,8,9.8,7.47,0.44,4.4,1.3,11.6,4.7,NA,NA
1992-06-24,2.62,3.9,0.15,0.018,10.1,12.4,5.55,0.55,5.1,3.2,13.8,4.8,NA,NA
1992-06-26,0.52,3.9,NA,NA,8.7,10.2,7.1,0.52,5,1.3,12.4,5,NA,NA
1992-06-29,0.45,3.8,NA,NA,9,9.7,7.3,0.5,5,1.1,12.1,4.8,NA,NA
1992-07-01,0.42,3.3,0.05,NA,8.1,9.2,7.1,0.53,4.8,1.3,12.9,4.8,NA,NA
1992-07-06,0.47,3.4,NA,0.016,10.2,9.8,7.9,0.62,5.8,1.7,13.5,5,NA,NA
1992-07-08,0.34,3.2,NA,0.014,8.6,8.8,7.8,0.62,5.5,1.6,12.8,4.9,NA,NA
1992-07-10,0.4,3.4,NA,0.018,10.2,9.6,7.8,0.65,6.1,1.9,14.1,5.3,NA,NA
1992-07-13,0.42,3,NA,0.018,9,8.8,8.1,0.59,5.2,1.9,13,4.9,NA,NA
1992-07-15,0.49,4.2,NA,0.023,11.8,11.4,8.2,0.69,6.4,2.5,15.4,5.6,NA,NA
1992-07-17,0.62,3.8,NA,0.019,11,11,8.1,0.92,6.6,2,15.7,5.7,NA,NA
1992-07-20,0.59,4.8,0.05,0.025,11.8,12.2,8.2,0.65,6.4,2.3,16.7,6.3,NA,NA
1992-07-22,0.45,4,NA,0.027,11,10.8,7.9,0.58,6.1,1.8,14.3,5.2,NA,NA
1992-07-24,0.49,4,NA,0.017,11,10.2,8.7,0.65,6,1.9,15.1,5.6,NA,NA
1992-07-27,0.79,4.4,NA,0.029,13.2,13.4,8.8,0.66,7.7,2.4,17.3,6,NA,NA
1992-07-29,0.47,4,NA,0.023,11.5,11,8.2,0.53,6.2,1.8,14.5,5.3,NA,NA
1992-07-31,1.39,3.9,NA,0.023,11.1,11.7,8,0.64,5.7,2.4,15.3,5.5,NA,NA
1992-08-03,0.47,4,NA,0.018,10.2,10.8,7.9,0.62,5.6,1.4,14,5.3,NA,NA
