"TM","FlOW","NO3N","NH4N","ORTHO","CL","SO4S","SIO2","HCO3","NA.","K","CA","MG","TKN","S"
1982-07-26,0.4,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-07-28,3.3,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-07-29,1.03,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-07-30,0.79,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-02,0.59,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-03,0.86,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-04,0.67,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-05,0.62,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-06,0.52,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-09,1.06,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-10,3.15,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-11,2.81,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-12,1.76,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-13,1.34,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-16,0.92,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-17,0.86,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-18,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-19,0.73,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-20,0.67,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-23,0.62,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-24,0.62,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-25,8.58,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-26,1.66,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-27,1.39,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-30,0.86,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-08-31,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-01,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-02,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-03,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-07,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-08,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-09,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-10,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-13,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-14,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-15,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-16,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-17,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-20,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-21,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-22,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-23,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-24,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-27,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-28,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-29,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-09-30,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-01,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-04,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-05,0.57,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-06,0.57,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-07,0.54,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-08,0.54,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-12,0.45,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-13,0.86,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-14,0.86,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-15,0.64,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-18,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-19,0.45,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-20,0.45,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-21,0.64,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-22,0.49,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-25,0.42,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-26,0.59,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-27,0.49,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-28,0.47,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-28,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-10-29,0.45,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-01,0.45,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-02,0.45,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-03,0.42,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-04,0.47,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-05,12.26,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-08,3.08,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-09,2.43,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-10,2.02,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-12,1.71,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-15,1.66,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-16,1.52,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-17,1.52,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-18,1.43,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-19,1.34,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-22,2.94,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-23,4.08,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-24,4.77,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-26,3.45,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-29,7.78,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-11-30,8.58,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-01,7.03,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-02,4.96,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-03,4.08,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-06,3.68,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-07,2.62,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-08,2.31,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-09,2.25,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-10,2.02,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-13,1.81,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-14,1.52,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-15,1.48,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-16,10.32,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-17,8.3,9.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-20,4.25,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-21,3.45,8.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-22,2.81,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-23,2.62,6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-27,1.97,6.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-28,2.19,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-29,2.37,6.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-12-30,1.97,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-03,1.97,6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-04,1.76,6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-05,1.66,6.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-06,1.71,6.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-07,1.71,7.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-10,1.43,6.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-11,1.97,6.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-12,1.62,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-13,1.48,6.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-24,3.23,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-25,3.15,6.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-26,3.01,6.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-27,3.08,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-28,2.94,6.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-01-31,2.94,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-01,2.74,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-02,3.3,6.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-03,33.45,9.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-08,4.68,7,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-10,3.23,6.3,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-11,2.81,6.4,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-15,2.31,5.6,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-16,2.25,5.1,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-17,2.37,5.8,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-18,2.43,5.4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-22,9.13,6.5,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-23,10.01,7.25,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-24,9.13,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-25,8.3,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-27,4.86,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-02-28,4.33,7.4,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-01,3.99,6.9,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-02,3.6,6.8,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-03,3.15,6.6,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-04,2.81,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-07,2.55,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-08,2.81,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-09,2.74,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-10,6.55,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-14,4.42,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-15,4.08,6.9,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-16,3.08,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-17,2.81,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-18,2.74,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-21,7.03,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-22,11.27,8.8,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-23,9.72,9.3,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-24,6.79,8.4,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-25,5.05,8.1,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-28,5.24,6.4,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-29,4.59,6.8,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-30,4.59,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-03-31,4.5,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-01,3.99,6.8,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-04,5.15,6.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-05,4.96,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-06,4.68,6.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-07,4.33,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-08,5.15,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-11,27.49,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-12,15.19,8.2,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-13,11.93,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-14,8.85,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-15,51.63,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-18,15.19,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-19,12.26,6.9,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-20,10.63,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-21,27.49,3.8,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-22,20.78,7.8,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-25,60.29,7.4,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-26,25.84,7.5,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-27,16.38,7.2,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-04-28,11.93,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-02,7.03,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-04,9.13,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-05,9.42,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-06,7.52,5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-09,4.68,4.9,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-10,3.99,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-11,3.68,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-12,3.3,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-13,3.01,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-16,4.08,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-17,6.79,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-18,6.55,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-19,4.86,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-20,7.27,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-23,32.2,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-24,15.98,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-25,10.01,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-26,8.58,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-27,6.32,5.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-05-31,3.37,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-01,2.88,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-02,2.62,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-03,2.14,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-06,1.97,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-07,1.71,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-08,1.66,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-09,1.43,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-10,1.34,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-13,1.14,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-14,1.06,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-15,1.03,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-16,0.99,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-17,0.92,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-20,7.27,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-21,21.26,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-22,10.01,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-23,5.88,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-24,3.83,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-27,2.02,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-28,1.81,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-06-30,5.34,10.7,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-07-05,1.71,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-07-06,1.48,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-07-07,1.26,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-07-08,1.18,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-07-13,0.86,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-07-15,0.76,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-07-18,0.64,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-07-20,0.59,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-07-23,0.59,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-07-25,0.57,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-07-29,0.42,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-08-01,0.36,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-08-03,0.45,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-08-05,0.4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-08-08,0.52,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-08-10,0.38,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-08-12,4.25,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-08-15,1.03,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-08-17,0.76,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-08-19,1.52,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-08-22,1.03,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-08-24,0.67,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-08-26,0.64,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-08-29,0.57,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-08-31,0.67,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-09-02,0.47,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-09-06,0.38,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-09-12,0.27,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-09-14,0.34,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-09-16,0.27,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-09-19,0.26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-09-21,0.23,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-09-26,0.33,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-09-28,0.29,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-09-30,0.27,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-10-03,0.34,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-10-05,0.31,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-10-14,0.99,4.5,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-10-17,0.55,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-10-19,2.09,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-10-21,0.96,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-10-26,2.31,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-10-28,1.3,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-10-31,0.79,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-11-02,0.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-11-04,0.67,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-11-07,0.57,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-11-09,0.49,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-11-14,2.31,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983-11-16,18.5,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
